Nr.,Pardavimo s?skaitos data,Pardavimo s?skaitos serija,Kodas,Pavadinimas,Kiekis be mato,Matas,Kiekis,Pardavimo s?skaitos grup?,Pardavimo suma be PVM
881156.00,2018-11-18,AKU-1825434,A0085450124,Posuki? - valytuv? perjungimo rankena (naudota)PJM,1.00,vnt.,1.00 vnt.,Šiauli? servisas,54.00
881500.00,2018-11-12,AKU-1824898,A0135457626,Kontaktas 0.5-1.0 mm2 MCP2.8 2.8x0.8mm,4.00,vnt.,4.00 vnt.,Vilniaus servisas,7.94
881837.00,2018-11-16,AKU-1825293,A0069909501,Varžtas M24x1.5x100 (naudotas),4.00,vnt.,4.00 vnt.,Kauno realizacija,14.72
882399.00,2018-11-13,AKU-1824989,A9608801920,Valytuv? panel?s rankena d.p (naudota),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,7.36
883163.00,2018-11-14,AKU-1825102,A6421420781,Tarpin? kronšteino virš. (metalin?),1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.33
883837.00,2018-11-13,AKU-1825025,0444011023,!Ad Blue dozatorius BOSCH,1.00,vnt.,1.00 vnt.,Vilniaus servisas,205.00
883918.00,2018-11-17,AKU-1825403,16517,Stabdži? suporto dangtelis su nusid?v?jimo davikliu TTT,1.00,vnt.,1.00 vnt.,Kauno servisas,42.69
884002.00,2018-11-12,AKU-1824917,A000010030164,Tepalo kamštis,1.00,vnt.,1.00 vnt.,Kauno realizacija,1.00
884354.00,2018-11-18,AKU-1825422,723051,Žibintas diodinis numerio apšv. did. 24V,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,8.99
884783.00,2018-11-14,AKU-1825082,235261,Aliuminis sandarinimo žiedas DIN7603 BERNER,14.00,vnt.,14.00 vnt.,Kauno servisas,3.15
885675.00,2018-11-17,AKU-1825372,A0035441603,Žibintas gal. d.p. (be AE lempt?s) MP4-5 (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,47.50
886980.00,2018-11-16,AKU-1825314,A9703170365,Stabilizatorius kabinos poz150,1.00,vnt.,1.00 vnt.,Kauno realizacija,133.67
887101.00,2018-11-15,AKU-1825183,A9608112307,Dangtelis d.p. veidrodžio apatinis MP4 (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,6.79
887367.00,2018-11-12,AKU-1824880,A0049972090,S?varža,2.00,vnt.,2.00 vnt.,Vilniaus realizacija,2.15
887441.00,2018-11-12,AKU-1824883,A9605204906,Tepalo užpilimo žarna (naudota),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,27.60
887680.00,2018-11-12,AKU-1824901,KTDET1,Izoliacin? juosta medžiagin?,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,2.00
888046.00,2018-11-18,AKU-1825431,A0008260000,Žibinto varžt? komplektas (2 vnt.) MP2,1.00,vnt.,1.00 vnt.,Šiauli? servisas,8.98
888090.00,2018-11-12,AKU-1824978,A6119970745,Riebokšlis,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,3.12
888879.00,2018-11-12,AKU-1824971,A0008264710,Žibinto stiklas k.p. MP3,1.00,vnt.,1.00 vnt.,Vilniaus servisas,41.07
888888.00,2018-11-14,AKU-1825114,A6421880580,Tarpin? alyvos aušintuvo,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,3.76
889631.00,2018-11-13,AKU-1825049,124680,Varžtas DIN912 10.9 M4x16 BERNER,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.23
889711.00,2018-11-14,AKU-1825103,A0007604305,Bako kamš?io šerdel?. su raktu,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,64.67
889732.00,2018-11-15,AKU-1825170,A9023570651,Žiedas ABS,1.00,vnt.,1.00 vnt.,Kauno realizacija,10.98
890034.00,2018-11-15,AKU-1825240,A9463560201,Stebul? gal. (naudota) ,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,171.00
890209.00,2018-11-14,AKU-1825126,07079,Pneumo jungtis su vožtuvu geltona M16x1.5 FEBI,1.00,vnt.,1.00 vnt.,Šiauli? servisas,5.14
890265.00,2018-11-16,AKU-1825358,221000010035,Antgalis grotel?ms R60 NV EBERSPACHER,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.24
890348.00,2018-11-14,AKU-1825072,A5410110559,Ugnies žiedas Euro5,1.00,vnt.,1.00 vnt.,Kauno servisas,25.13
891474.00,2018-11-14,AKU-1825126,16388,Pneumo jungtis su vožtuvu raudona M16x1.5 PE,1.00,vnt.,1.00 vnt.,Šiauli? servisas,4.33
892320.00,2018-11-12,AKU-1824901,A0000780580,O žiedelis 2.8x1.5mm (6),2.00,vnt.,2.00 vnt.,Šiauli? realizacija,4.28
893023.00,2018-11-13,AKU-1825003,L2825,Lemput? 12V 5W be cokolio OSRAM,4.00,vnt.,4.00 vnt.,Vilniaus servisas,1.56
893217.00,2018-11-13,AKU-1824989,A9608300454,Ortakis centrinis vairuotojo pus?s (naudotas),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,13.80
893668.00,2018-11-14,AKU-1825142,HIDRVMZD,Hidraulinis vamzdelis 410 cm (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,10.00
893670.00,2018-11-14,AKU-1825142,HIDRVMZD,Hidraulinis vamzdelis 385 cm (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,10.00
894180.00,2018-11-14,AKU-1825065,A9436660678,"Buferio laikiklis ""L"" k.p (naudotas)",1.00,vnt.,1.00 vnt.,Kauno realizacija,130.00
894630.00,2018-11-12,AKU-1824955,A0079901401,R?dži? tirpiklis su grafitu 400ml BERNER,1.00,vnt.,1.00 vnt.,Vilniaus servisas,5.29
894676.00,2018-11-15,AKU-1825238,N000000005461,Kardano veržl?,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,2.04
894699.00,2018-11-15,AKU-1825161,10-01-01-1336,!Stabdži? kalad?l?s gal. Actros MP3/4 JURID AKCIJA,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,98.50
894773.00,2018-11-16,AKU-1825325,HIDRVMZD,Hidraulinis vamzdelis 328mm (naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,10.00
896215.00,2018-11-14,AKU-1825126,A0004211106,Suporto kreipian?ioji priek MP (naudota),1.00,vnt.,1.00 vnt.,Šiauli? servisas,50.00
896394.00,2018-11-13,AKU-1825049,02954,Trauk?s antgalis dešininis sriegis FEBI,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,16.10
896438.00,2018-11-14,AKU-1825092,30811,Purvasargis guminis 650x400 FEBI,2.00,vnt.,2.00 vnt.,Vilniaus servisas,20.72
896698.00,2018-11-15,AKU-1825211,A5411840980,Variklio alyvos aušintuvo tarpin?,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,13.02
897399.00,2018-11-13,AKU-1825043,13-02-01-0111,Žibintas gal. d.p. ASPOCK,1.00,vnt.,1.00 vnt.,Kauno realizacija,46.60
897768.00,2018-11-17,AKU-1825403,A0024205648,+Stabdži? žarna +0009974834+308675020003,1.00,vnt.,1.00 vnt.,Kauno servisas,49.64
898581.00,2018-11-14,AKU-1825146,723051,Žibintas diodinis numerio apšv. did. 24V,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,7.90
898784.00,2018-11-16,AKU-1825337,A6461870080,Tarpin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.88
899104.00,2018-11-14,AKU-1825128,330390T,Dantratis 1318,1.00,vnt.,1.00 vnt.,Šiauli? servisas,9.19
899758.00,2018-11-14,DKS-0008106,B66958106,"Marškin?liai T m?lyni ""Mercedes me"" L dydis",1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,8.26
901915.00,2018-11-18,AKU-1825414,LA154,Salono filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,8.37
902676.00,2018-11-13,AKU-1825047,13-01-01-0724,Žibintas pr. k.p. MP3 TB,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,83.78
903024.00,2018-11-13,AKU-1824990,641472,Apkaba žarnai 58-75mm BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,2.05
903541.00,2018-11-14,AKU-1825102,A0139972345,Sandarinimo žiedas,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,1.29
904149.00,2018-11-14,AKU-1825088,A0035401581,Jungtis AKCIJA,1.00,vnt.,1.00 vnt.,Kauno realizacija,8.30
904625.00,2018-11-14,AKU-1825158,11-02-00-1369,Duslintuvo vamzdis Atego VANSTAR,1.00,vnt.,1.00 vnt.,Vilniaus servisas,15.95
905138.00,2018-11-14,AKU-1825092,A0018206945,Valytuv? šluoteli? komplektas 70cm MB,1.00,vnt.,1.00 vnt.,Vilniaus servisas,26.85
905282.00,2018-11-15,AKU-1825168,A96188500537G99,Centrin?s grotel?s MP4,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,120.96
905440.00,2018-11-16,AKU-1825305,A0054323801,Resiveris 25l,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,128.64
905756.00,2018-11-15,AKU-1825261,076.235-00A,Sandarinimo žiedas 22mm PE,3.00,vnt.,3.00 vnt.,Vilniaus servisas,2.00
906641.00,2018-11-16,AKU-1825353,9701500010,Sankabos stiprintuvas WABCO,1.00,vnt.,1.00 vnt.,Vilniaus servisas,768.00
906987.00,2018-11-14,AKU-1825126,KTDET1,Termo vamzdelis,1.00,vnt.,1.00 vnt.,Šiauli? servisas,2.00
907113.00,2018-11-14,AKU-1825151,A96088017907G99,Bamperio centrin? dalis pilka MP4,1.00,vnt.,1.00 vnt.,Kauno servisas,292.52
907324.00,2018-11-13,AKU-1825050,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Šiauli? servisas,0.00
907396.00,2018-11-14,AKU-1825072,A5410304437S,St?moklis E5 (naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,50.00
907757.00,2018-11-16,AKU-1825327,33651,Vamzdelis auš. skys?io siurblio FEBI,1.00,vnt.,1.00 vnt.,Vilniaus servisas,9.49
908647.00,2018-11-16,AKU-1825280,A0008291801,Varikliukas švies? (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,23.00
909294.00,2018-11-12,AKU-1824981,A0004101010,!Pakabinamas guolis su dangteliu AKCIJA,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,132.25
909297.00,2018-11-15,AKU-1825238,N000000005461,Kardano veržl?,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,2.04
909987.00,2018-11-15,AKU-1825214,A457016022164,Dangtelio tarpin? ,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,31.13
910013.00,2018-11-14,AKU-1825114,A6420980037,Žarna,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,3.98
911672.00,2018-11-14,AKU-1825092,04029,Rato veržl? M22 FEBI,2.00,vnt.,2.00 vnt.,Vilniaus servisas,3.02
911715.00,2018-11-16,DKS-0008118,B66958106,"Marškin?liai T m?lyni ""Mercedes me"" L dydis",1.00,vnt.,1.00 vnt.,Vilniaus realizacija,6.28
912304.00,2018-11-14,AKU-1825114,A6421421880,Tarpin?,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.12
913108.00,2018-11-12,AKU-1824896,08-05-01-0305,Kabinos amortizatorius pr. SACHS,1.00,vnt.,1.00 vnt.,Vilniaus servisas,70.63
913239.00,2018-11-14,AKU-1825099,A2014230592,Rankinio kalad?l?s prispaudimo spyruokl?,4.00,vnt.,4.00 vnt.,Kauno realizacija,0.85
913337.00,2018-11-13,AKU-1825059,LA 358 ,Salono filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,7.78
913867.00,2018-11-14,AKU-1825150,720617,Jungtis laid? 7 kont. 90 laipsn.,1.00,vnt.,1.00 vnt.,Vilniaus servisas,7.25
914498.00,2018-11-18,AKU-1825415,A0008260000,Žibinto varžt? komplektas (2 vnt.) MP2,1.00,vnt.,1.00 vnt.,Vilniaus servisas,8.76
915604.00,2018-11-16,AKU-1825325,45774,Daviklis ABS galinis k.p. FEBI ,2.00,vnt.,2.00 vnt.,Kauno servisas,66.98
915842.00,2018-11-15,AKU-1825245,A1249912107 ,Kaištis 6x20mm (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,2.73
916321.00,2018-11-14,AKU-1825122,A9437201505,Durys K.P. MP3 PASTABOS (naudotos),1.00,vnt.,1.00 vnt.,Šiauli? realizacija,582.00
916511.00,2018-11-15,AKU-1825173,03-01-02-0329,Purkštuko ir vamzdelio sand. žiedas OM47... BOSCH,6.00,vnt.,6.00 vnt.,Kauno servisas,9.08
916513.00,2018-11-14,AKU-1825143,04-02-00-0131,Išsipl?timo bakelis BEHR,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,78.26
916706.00,2018-11-15,AKU-1825172,100861,Stiklo pak?limo varikliukas k.p. FEBI,1.00,vnt.,1.00 vnt.,Vilniaus servisas,69.42
916737.00,2018-11-13,AKU-1825022,32818,+Oro pagalv? FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,72.74
917180.00,2018-11-12,AKU-1824918,A9064205285,Lynas rank. stabdžio priekinis ,1.00,vnt.,1.00 vnt.,Vilniaus servisas,24.18
917275.00,2018-11-17,AKU-1825397,13508,Stabdži? suporto grandin?l? TTT,1.00,vnt.,1.00 vnt.,Vilniaus servisas,8.59
917319.00,2018-11-13,AKU-1824988,A0015533801,Kabinos pak?limo pompa (naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,83.70
917337.00,2018-11-13,AKU-1824988,A9436660278,Bamperio kronšteinas d.p. (naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,74.40
917650.00,2018-11-13,AKU-1824988,170239,Aerozoliniai dažai juodi matiniai Profi 500ml BERNER,1.00,vnt.,1.00 vnt.,Kauno servisas,7.07
917717.00,2018-11-14,AKU-1825102,A0009906803,Varžtas M8x25,4.00,vnt.,4.00 vnt.,Klaip?dos realizacija,4.54
918098.00,2018-11-14,AKU-1825175,06286,Bako kamštis plastmasinis rakinamas FEBI,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,13.74
918099.00,2018-11-15,AKU-1825220,07041,Aukš?io reguliavimo daviklio trauk?s antgalis FEBI,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,2.08
918118.00,2018-11-14,AKU-1825102,A0009906803,Varžtas M8x25,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,2.27
918165.00,2018-11-18,AKU-1825412,441 035 926 2,ABS daviklis 3000mm WABCO,1.00,vnt.,1.00 vnt.,Šiauli? servisas,36.09
918338.00,2018-11-18,AKU-1825435,14-04-05-0450,Sankabos cilindras A (žalias sk.) WABCO,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,332.15
918913.00,2018-11-16,AKU-1825337,OX153D3 ECO,Alyvos filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,4.49
918996.00,2018-11-12,AKU-1824882,TEATF4134,Transmisin? alyva FUCHS TITAN ATF 4134 236.14,1.20,l.,1.20 l.,Klaip?dos servisas,3.79
919028.00,2018-11-14,AKU-1825157,A0001400594,+Filtriukas ADBLUE,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,6.46
919191.00,2018-11-15,AKU-1825265,A0159974947,Riebokšlis su ABS žiedu 145x175x14 +A0139973546,1.00,vnt.,1.00 vnt.,Kauno servisas,62.67
919555.00,2018-11-15,AKU-1825220,07041,Aukš?io reguliavimo daviklio trauk?s antgalis FEBI,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,2.08
919766.00,2018-11-16,AKU-1825275,13-05-01-1021,Žibintas diodinis ragas ilgas d.p. HORPOL,1.00,vnt.,1.00 vnt.,Vilniaus servisas,10.94
919838.00,2018-11-15,AKU-1825265,07478,Stabdži? velen?lio RMK FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,26.70
919865.00,2018-11-13,AKU-1825022,32818,+Oro pagalv? FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,72.74
920200.00,2018-11-15,AKU-1825265,A0159974947,Riebokšlis su ABS žiedu 145x175x14 +A0139973546,1.00,vnt.,1.00 vnt.,Kauno servisas,62.67
920207.00,2018-11-16,AKU-1825303,15209010,Apkaba R28 EBERSPACHER,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.25
920274.00,2018-11-15,AKU-1825265,016.108-00A,Stabdži? velen?lis d.p. PE,1.00,vnt.,1.00 vnt.,Kauno servisas,25.91
920559.00,2018-11-13,AKU-1825036,A9305010082,Žarna (naudotas),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,30.00
920816.00,2018-11-15,AKU-1825238,A0079901401,+Varžtas M14x1.5/50,3.00,vnt.,3.00 vnt.,Klaip?dos servisas,7.65
921056.00,2018-11-17,AKU-1825397,13472,Stabdži? suporto kreipian?ioji ašel? TTT,1.00,vnt.,1.00 vnt.,Vilniaus servisas,6.38
921110.00,2018-11-15,AKU-1825238,N000000005461,Kardano veržl?,6.00,vnt.,6.00 vnt.,Klaip?dos servisas,12.25
921164.00,2018-11-14,AKU-1825092,15-01-01-0415,Veidrodis mažas (atitinka direktyv?) MEGA,1.00,vnt.,1.00 vnt.,Vilniaus servisas,13.56
921795.00,2018-11-16,AKU-1825306,N000000005461,Kardano veržl?,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,4.63
921881.00,2018-11-17,AKU-1825397,13471,Stabdži? suporto suk?limo mechanizmas TTT,1.00,vnt.,1.00 vnt.,Vilniaus servisas,20.25
921960.00,2018-11-12,AKU-1824901,A0000780580,O žiedelis 2.8x1.5mm (6),3.00,vnt.,3.00 vnt.,Šiauli? realizacija,6.42
922018.00,2018-11-16,AKU-1825306,N000000005461,Kardano veržl?,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,4.63
922124.00,2018-11-12,AKU-1824971,B66958117,Kepurait? MB Me,1.00,vnt.,1.00 vnt.,Vilniaus servisas,7.06
922198.00,2018-11-13,AKU-1824988,A0170944902,Oro filtro korpusas (naudotas),1.00,vnt.,1.00 vnt.,Kauno servisas,186.00
922266.00,2018-11-12,AKU-1824838,L64210,Varžtas M12x60,1.00,vnt.,1.00 vnt.,Šiauli? servisas,3.78
922459.00,2018-11-14,AKU-1825092,10-02-02-0242,Stabdži? b?gnas MEGA,2.00,vnt.,2.00 vnt.,Vilniaus servisas,155.79
922469.00,2018-11-12,AKU-1824985,14-04-02-0154,+Aukš?io reguliavimo daviklis WABCO,1.00,vnt.,1.00 vnt.,Vilniaus servisas,65.32
922539.00,2018-11-17,AKU-1825373,A0259975047,Riebokšlis variklio U 904 115x140x12 AKCIJA,1.00,vnt.,1.00 vnt.,Kauno realizacija,41.44
922575.00,2018-11-14,AKU-1825096,A9607200813,Lynas dur? išorin?s rankenos MP4,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,7.72
922966.00,2018-11-15,AKU-1825265,A0139973546,Riebokšlis 145x175x15 +A0159974947,1.00,vnt.,1.00 vnt.,Kauno servisas,72.71
923030.00,2018-11-15,AKU-1825224,A96088526847G99,Apdaila groteli? apatin? d.p. pilka MP4,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,16.49
923090.00,2018-11-14,AKU-1825092,L64196,Lemput? H4 24V 75/70W OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,2.80
923379.00,2018-11-16,AKU-1825306,N000000005461,Kardano veržl?,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,4.63
923393.00,2018-11-13,AKU-1825003,L2825,Lemput? 12V 5W be cokolio OSRAM,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.71
923407.00,2018-11-16,AKU-1825306,N000000005461,Kardano veržl?,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.31
924033.00,2018-11-12,AKU-1824918,10-02-01-1801,Trinkel?s rankinio stabdžio 4-5t Sprinter 06-> TEXTAR,1.00,vnt.,1.00 vnt.,Vilniaus servisas,35.24
924087.00,2018-11-16,AKU-1825332,07-01-01-0524,+Guolis gal. rato VARIO. ATEGO SKF,1.00,vnt.,1.00 vnt.,Vilniaus servisas,135.17
924115.00,2018-11-12,AKU-1824838,L64196,Lemput? H4 24V 75/70W OSRAM,2.00,vnt.,2.00 vnt.,Šiauli? servisas,7.00
924255.00,2018-11-13,AKU-1824990,641472,Apkaba žarnai 58-75mm BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,2.05
924702.00,2018-11-18,AKU-1825434,10144,?vor? amortizatoriaus  FEBI,1.00,vnt.,1.00 vnt.,Šiauli? servisas,1.82
924736.00,2018-11-12,AKU-1824886,A0019937296,Dirželis 9PK 2871mm AKCIJA,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,42.83
924739.00,2018-11-16,AKU-1825337,A6111870680,Tarpin? turbokompresoriaus tepimo,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.51
924744.00,2018-11-18,AKU-1825434,A3183200073,Stabilizatoriaus ?vor? šonin? 17x40-34,2.00,vnt.,2.00 vnt.,Šiauli? servisas,23.08
925197.00,2018-11-12,AKU-1824838,L64210,Varžtas M12x60,1.00,vnt.,1.00 vnt.,Šiauli? servisas,3.80
925284.00,2018-11-12,AKU-1824896,10144,Stabilizatoriaus ?vor? šonin? 17x40-34 FEBI,2.00,vnt.,2.00 vnt.,Vilniaus servisas,4.22
925343.00,2018-11-12,AKU-1824904,A0018265782,Gabarito lemput?s lizdas MP3,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.52
925409.00,2018-11-13,AKU-1825060,14-07-00-0503,Jungtis vamzdelio alk?n? 12/M22 HALDEX,1.00,vnt.,1.00 vnt.,Kauno servisas,10.48
925410.00,2018-11-14,AKU-1825100,15-01-02-0375,Veidrodžio stiklas šildomas TD,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,7.86
925421.00,2018-11-12,AKU-1824885,12-10-00-0037,Jungtis gal. žibinto 8 kont. Atego TRUCK ELEKTRIK,1.00,vnt.,1.00 vnt.,Vilniaus servisas,5.21
925586.00,2018-11-15,AKU-1825178,44401,Oro sausintuvas FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,81.70
925896.00,2018-11-15,AKU-1825265,016.403-00A,Stabdži? b?gnas PE,2.00,vnt.,2.00 vnt.,Kauno servisas,196.04
925904.00,2018-11-16,AKU-1825367,90043,Gabarito lenteli? kompl. priekabai BICMA,1.00,kompl.,1.00 kompl.,Kauno servisas,10.34
925979.00,2018-11-14,AKU-1825175,A9418200944,Valytuvo kojel? d.p.,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,36.03
926408.00,2018-11-14,AKU-1825114,A6421421880,Tarpin?,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,2.12
926522.00,2018-11-14,AKU-1825114,A90640002259B51,Dangtelis,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,29.92
926627.00,2018-11-15,AKU-1825245,A1249912107 ,Kaištis 6x20mm (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,2.73
927098.00,2018-11-18,AKU-1825431,32818,+Oro pagalv? FEBI,1.00,vnt.,1.00 vnt.,Šiauli? servisas,68.46
927163.00,2018-11-17,AKU-1825393,2845TSP,Lemput? 5W 24V be cokolio OSRAM,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.74
927239.00,2018-11-17,AKU-1825374,A0101539528,Daviklis NOX už katalizatoriaus MP4 EURO6,1.00,vnt.,1.00 vnt.,Kauno servisas,586.50
927249.00,2018-11-15,AKU-1825265,A9463560127,Rato guolio prispaudimo žiedas,1.00,vnt.,1.00 vnt.,Kauno servisas,5.63
927494.00,2018-11-12,AKU-1824926,A0025429918,Salono temperat?ros daviklis MP (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,76.86
927605.00,2018-11-12,AKU-1824915,A6111800009,Alyvos filtras AKCIJA,1.00,vnt.,1.00 vnt.,Vilniaus servisas,11.57
927806.00,2018-11-18,AKU-1825415,KC200,Kuro filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,25.23
927827.00,2018-11-12,AKU-1824915,LX511/1,Oro filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,14.96
928301.00,2018-11-12,DKS-0008097,L64150,Lemput? H1 12V 55W OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,1.07
928309.00,2018-11-12,AKU-1824838,L64210,Varžtas M12x60,2.00,vnt.,2.00 vnt.,Šiauli? servisas,7.57
928358.00,2018-11-14,AKU-1825154,A93040001259205,Rato gaubtas 3604000325,1.00,vnt.,1.00 vnt.,Vilniaus servisas,34.77
928392.00,2018-11-14,AKU-1825072,A5410300820REST,Švaistiklis E5 RESTAURUOTAS (naudotas),4.00,vnt.,4.00 vnt.,Kauno servisas,200.00
929224.00,2018-11-12,AKU-1824981,10443,?vor? ling?s FEBI,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,16.24
929450.00,2018-11-13,AKU-1824988,L64155,Lemput? H1 24V 70W OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,2.42
929565.00,2018-11-15,AKU-1825263,14-04-02-0154,+Aukš?io reguliavimo daviklis WABCO,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,63.46
929657.00,2018-11-16,AKU-1825327,02-04-06-0130,Tarpin? ?siurbimo kolektoriaus OM904/6 VICTOR REINZ,2.00,vnt.,2.00 vnt.,Vilniaus servisas,5.76
929667.00,2018-11-13,AKU-1825022,07-02-03-0062,Rato gaubtas matinis MEGA,1.00,vnt.,1.00 vnt.,Kauno servisas,12.94
929689.00,2018-11-13,AKU-1825022,15-01-02-0187,Veidrodžio stiklas didysis Axor. Atego TD,1.00,vnt.,1.00 vnt.,Kauno servisas,7.88
929703.00,2018-11-16,AKU-1825291,A0004701805,Ad Blue bako kamštis nerakinamas ,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,12.68
930098.00,2018-11-14,AKU-1825072,05119,Išmetimo kolektoriaus varžtas M10x1.5-85 FEBI,2.00,vnt.,2.00 vnt.,Kauno servisas,2.34
930236.00,2018-11-13,AKU-1825016,252178800200,Kuro siurbliukas 24V AIRT.D2-D4 DAF EBERSPACHER,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,67.31
930734.00,2018-11-15,AKU-1825263,13-02-04-0088,Galinio žibinto stiklas d.p 6 sekc.  SERTPLAS,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,5.91
930784.00,2018-11-13,AKU-1825027,E931LI,Salono filtras HENGST,1.00,vnt.,1.00 vnt.,Vilniaus servisas,5.50
930810.00,2018-11-15,AKU-1825265,04455,Stebul?s žiedas (riebokšliui) FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,12.05
930866.00,2018-11-15,AKU-1825265,38136,Duslintuvo išmetimo vamzdis FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,36.25
930904.00,2018-11-16,AKU-1825327,02-04-06-0130,Tarpin? ?siurbimo kolektoriaus OM904/6 VICTOR REINZ,2.00,vnt.,2.00 vnt.,Vilniaus servisas,5.76
930930.00,2018-11-14,AKU-1825150,13-02-01-0273,Galinis žibintas ACTROS d.p. MARS,1.00,vnt.,1.00 vnt.,Vilniaus servisas,15.87
930936.00,2018-11-16,AKU-1825360,14-04-02-0154,+Aukš?io reguliavimo daviklis WABCO,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,63.46
931380.00,2018-11-12,AKU-1824885,AKC0993,Lifto atšvait? kompl. k.p.+ d.p. KAMAR,1.00,kompl.,1.00 kompl.,Vilniaus servisas,11.25
